CES1021300001,,,,,,,,,,,,,,,,,,,,,180.3,193.8,164.3,158.7,164.5,156.7,153.6,167.8,191.1,158.6,157.7,185.6,184.6,179.8,187.2,206.3,244.7,282.8,308.4,319.4,263.3,315.5,384.8,395.5,416.5
CES2000000001,3615,3643,3912,4004,4196,3841,3688,3660,4029,4373,4625,4374,4069,4021,4305,4668,4908,5007,5094,5289,5422,4972,4667,4664,4940,5234,5355,5675,5983,6357,6752,6824,6775,6704,6848,7095,7601,7725,7476,6567,5587,5432,5627,5743,5927
CES2023600001,,,,,,,,,,,,,,,,,,,,,1465.7,1312.4,1206.4,1194.3,1271.3,1330.7,1342.5,1411.3,1472,1552.2,1634.8,1594.5,1581.2,1574.7,1592.2,1671.7,1787.6,1797.3,1725.4,1495.5,1245.8,1204.8,1234,1262.6,1332.7
CES2023610001,,,,,,,,,,,,,,,,650.5,686.1,722.3,745,734.9,710.3,610,551.4,563.4,614.1,633.2,642,684.6,704.1,764.5,832.5,782.8,785.8,817.8,866.4,932.1,1008.1,982.5,886.6,712.1,588,556.4,573.9,594.4,644.1
CES2023620001,,,,,,,,,,,,,,,,,,,,,755.4,702.4,655,630.9,657.2,697.5,700.5,726.7,767.9,787.7,802.3,811.7,795.4,756.9,725.8,739.6,779.5,814.8,838.8,783.4,657.8,648.4,660.1,668.2,688.6
CES2023700001,,,,,,,,,,,,,,,,,,,,,824.4,780.1,749.5,729.4,756.4,772.8,770.1,813.2,839.6,884.2,930.9,945.8,953.4,913,904.1,917.7,979.6,1010.1,1000.8,905.6,809.9,816.8,859.2,880,890
CES2023800001,,,,,,,1873.4,1874.2,2056.9,2231.9,2360.3,2266.7,2116.6,2141.6,2321,2574.3,2719.9,2818.6,2896.9,3024.3,3131.7,2879.8,2710.9,2740.1,2912.3,3130,3242,3450.3,3671.2,3920.3,4185.8,4283.3,4240.2,4216.4,4351.4,4505.5,4833.6,4917.2,4750,4165.4,3530.9,3409.9,3534,3600.7,3703.8
CES2023800101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.2,1858.9,1919.8,2054.9,2184.8,2413.6,2345.7,2149,1769.7,1505.2,1428,1464.7,1515.2,1583.7
CES2023800201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2465.1,2381.3,2296.6,2296.5,2320.7,2420,2571.5,2601,2395.7,2025.7,1981.9,2069.3,2085.5,2120.1
CES3000000001,18424,17280,17283,18276,18788,17344,17287,17803,18593,19388,19282,18639,18047,16705,17630,18009,17686,17465,17790,18057,17796,17329,16840,16791,16855,17261,17208,17298,17619,17427,17283,17102,15585,14869,14291,14258,14211,14008,13725,12560,11462,11620,11837,11982,12061
CES3100000001,11218,10318,10321,11130,11583,10664,10417,10860,11481,12162,12103,11629,11159,10057,10789,11171,10921,10688,10867,11092,10783,10442,9992,9922,9987,10325,10424,10571,10917,10853,10844,10802,9706,9199,8863,8944,8983,8890,8693,7831,6992,7166,7395,7514,7582
CES3132100001,,,,,,,,,,,,,,,,,,,,,557.3,512.5,495.1,517.3,549.1,580.5,576.4,590.4,607.4,620.2,625.1,589.7,564,545.6,542.4,558,573.6,534.9,492.8,395.3,342.8,338.6,336.7,346.4,361.7
CES3132700001,586,572.1,595.9,627.2,654.2,588.1,572.4,586.3,619.1,635.1,627.6,582.7,537.4,499.9,525,532,528,522.9,532.1,541.2,540,506.5,488.8,489.1,497.3,511.6,507.9,524.4,534.9,537.5,552.1,556,526.3,502.7,501.7,503.1,510.4,508.6,489,425.3,372.1,363.9,368.2,369.7,380.2
CES3133100001,,,,,,,,,,,,,,,,,,,,,688,676.2,637.9,622,621.8,640.9,642,636.5,646.5,629.7,624.7,607.7,523.2,495.9,464.4,467.5,465.2,459,451.3,405.7,346.7,373.4,400,399,396.1
CES3133200001,,,,,,,,,,,,,,,,,,,,,1620.3,1584,1506.8,1498.3,1532.5,1607.5,1636.6,1666.4,1733.9,1733.3,1729.9,1759.2,1576.3,1511.3,1475.3,1512.9,1535.1,1561.7,1557,1426.9,1259.1,1315.9,1387,1420.4,1446.1
CES3133300001,,,,,,,,,,,,,,,,,,,,,1423.1,1385.1,1309.2,1321.5,1353.7,1414.4,1464,1480,1524.3,1483.7,1453.3,1452.7,1271.3,1191,1133.5,1153,1170.5,1185.6,1188,1132.5,975,1025.9,1085.1,1102.8,1111.1
CES3133400001,,,,,,,,,,,,,,,,,,,,,1940,1860.1,1742.8,1677,1644.7,1663.2,1729,1763.3,1848.7,1783.5,1781.6,1871.3,1586,1413.3,1318.6,1318.7,1305.6,1294.2,1257.6,1202.6,1093.7,1101.4,1098.7,1073.6,1057.8
CES3133410001,,,,,,,,,,,,,,,,,,,,,378.2,356.9,336.7,317.5,298.7,292.8,302.6,307.4,324.4,311.8,305.6,304.6,259.8,236.4,214.7,205.3,198.3,189.2,183.5,179.4,158.4,157.3,157.9,156.6,160.5
CES3133420001,,,,,,,,,,,,,,,,,,,,,228,217.6,205.5,202.1,203.6,218.9,227.7,231.2,239.7,229.2,231.9,246,194.6,156.8,142.9,145.2,139.7,130.1,127.7,125.6,116.2,117.8,111.5,104.5,99.7
CES3133440001,,,,,,,,,,,,,,,,670.8,605.8,594.4,599.7,616.6,585.5,562.8,525.2,519,522.5,554,596.7,617,664.3,624.6,640.9,714,562.5,481.7,449.3,450,451.8,456.3,441,408.8,363.9,376.7,385.2,378.3,371.7
CES3133450001,,,,,,,,,,,,,,,,,,,,,646.9,618.5,573.6,536.8,513.2,491.9,494.2,498.6,509,505.4,489.6,491.1,468.9,446.4,430.8,440.9,441.2,447.1,441.9,432.7,409.2,407.1,402.2,394.7,387.8
CES3133500001,,,,,,,,,,,,,,,,,,,,,647.5,608.9,588.7,574,578.4,596.1,589.6,589.5,591,588.8,590.4,582.6,516.2,475.3,448.3,441.1,431.6,429.3,426.9,404.3,353.8,366.1,368.7,374.4,375.4
CES3133600001,,,,,,,,,,,,,,,,,,,,,2066.4,2050,1980.1,1957,1914,1987.1,1964.4,1997.7,2074.7,2099.6,2083.9,1981.5,1840.1,1805.3,1760.7,1767,1782.7,1731.2,1680.3,1408.6,1320.7,1354.9,1423.3,1491.4,1511.1
CES3133600101,,,,,,,,,,,,,,,,,,,,,975.5,996.5,1005.5,1076.3,1125.8,1232.5,1235.7,1246.8,1274.5,1297.7,1328.1,1250,1140.1,1145.7,1116.3,1107.2,1098.5,1023.3,946.5,691.3,664.7,701.2,747.6,799.6,832
CES3133700001,,,,,,,,,,,,,,,,,,,,,616.9,575.6,558.6,569,588.4,613.3,603.8,607.9,629.3,654.3,677.5,674,612.1,586.2,570.4,573.4,564.7,540,510.9,424.3,360.3,353.5,349.6,355.2,364.1
CES3133900001,,,,,,,,,,,,,,,,,,,,,683.8,683.4,683.5,697,706.7,710.7,710.3,714.7,726.3,722.3,725.9,727.5,690.6,672,647.8,649.1,643.8,645,639.1,605.6,567.4,572.8,577.6,581.3,578.4
CES3200000001,7206,6962,6962,7146,7205,6680,6870,6943,7112,7226,7179,7010,6888,6648,6841,6838,6765,6777,6923,6965,7013,6887,6848,6869,6868,6936,6784,6727,6702,6574,6439,6300,5879,5670,5428,5314,5228,5118,5032,4729,4470,4454,4442,4468,4479
CES3231100001,,,,,,,,,,,,,,,,,,,,,1508.4,1515.3,1511.9,1530.7,1536.5,1555,1567.8,1559.9,1554.5,1553.5,1560.8,1554.2,1539.5,1527.7,1499.9,1481.6,1477.2,1479.9,1491.8,1466.8,1448.2,1461.2,1456.5,1470.9,1490.2
CES3231300001,,,,,,,,,,,,,,,,,,,,,503.3,482.9,479.2,479.1,477.6,480.9,449.3,438.3,433.9,409.6,384.9,364.7,302,279.4,241.6,227,207.8,180,161.7,133.5,117.1,119.2,119.4,117.3,116.1
CES3231400001,,,,,,,,,,,,,,,,,,,,,243.5,227.3,226.4,229.8,238,248.3,236.7,237.8,235.5,233.7,230.9,224.9,208.6,195.8,182.8,177.6,173.1,161.7,151.6,137.7,119.8,117,114.6,116.4,111
CES3231500001,,,,,,,,,,,,,,,,,,,,,938.6,880.4,887,871.2,834.9,826.2,741.4,701.1,656.3,581.4,504,456.6,365.6,327,287,264.2,239.3,222.4,206.7,177.2,160.9,154.3,148.6,147.4,137.6
CES3232200001,,,,,,,,,,,,,,,,,,,,,647.1,642.4,637.1,641.2,638,641.5,634.2,631.9,630,618.9,608.8,598.5,556.9,530.8,502.4,489,476.3,465.5,452.5,424.9,396.8,391.1,382.2,379.7,377.5
CES3232300001,,,,,,,,,,,,,,,,,,,,,806.4,803.6,781.9,780.3,792.9,815.2,817.5,815.2,827.6,824.9,806.7,797.9,732.3,686.3,670.5,653,638.2,630.6,614.9,558.6,494.9,476.9,466.5,455.8,442.7
CES3232400001,,,,,,,,,,,,,,,,,,,,,151.9,153.4,155.6,148.3,144.1,142.8,138.2,135.7,135.6,131.5,122.9,121.4,121.4,117.5,112.9,112.1,109.9,115.3,115.8,116.7,113.7,109.4,112.9,113.7,113.4
CES3232500001,,,,,,,,,,,,,,,,,,,,,1035.6,1027.4,1027.4,1028.1,1016,994.4,985.9,983.4,991,987.2,984.9,976.8,936.7,923.4,889.5,876,868.5,864.6,856.3,824.1,792.9,780,783.5,789.3,796
CES3232600001,,,,,,,,,,,,,,,,,,,,,823.9,810.1,806.7,833.9,866.5,916.8,910.6,926,943.4,942.9,957.4,932.3,856.8,831.1,803.3,801,804.4,767.7,748.7,665.5,616.8,635.7,638.7,651.8,661.9
CES3232900001,,,,,,,,,,,,,,,,,,,,,353.9,344.3,334.4,326.1,323,314.7,302.2,297.3,294.4,290.1,277.8,273.1,259.2,251.2,237.8,232.3,233.3,230.6,232.2,223.8,209.1,209,218.7,225.9,232.1
CES0800000001,35954,36394,37314,38976,40305,40699,41738,43316,45610,48133,49652,50525,51164,51213,53721,56365,58489,60406,62725,65297,67051,67505,67476,68771,70971,73944,75657,78170,80798,83241,85810,87328,86511,86800,87493,89059,91087,92914,94030,91509,89509,90766,92942,94816,96831
CES4000000001,14096,14205,14545,15128,15589,15600,15877,16399,17222,18132,18481,18489,18519,18370,19229,20103,20598,20999,21601,22290,22728,22518,22148,22192,22652,23661,23986,24496,24994,25456,26115,26258,25576,25384,25359,25718,26165,26499,26714,25480,24539,24810,25355,25691,26167
CES4142000001,3408.5,3406.4,3490.3,3621.3,3779,3816.2,3867.1,3972.7,4161,4417.5,4546.9,4597.6,4629.1,4502.5,4686.8,4882.7,4935.2,4954.5,5058.1,5258.2,5287.7,5222.7,5153.8,5073.6,5153.5,5373.5,5470.6,5589.7,5756.5,5835.6,5954.1,5860.2,5687.7,5631.6,5619.7,5700.3,5840.4,5969.3,6035.7,5762.7,5452.4,5479.7,5620.5,5714.4,5815.1
CES4142300001,,,,,,,,,,,,,,,,,,,,,2852.5,2801.9,2731.4,2672.1,2728.7,2865.3,2941.9,3024,3125.1,3184.5,3265.5,3201.5,3045.7,2975,2933.8,2968.7,3048.1,3098.6,3113,2933.2,2713.2,2727.2,2808.4,2859.2,2908.2
CES4142400001,,,,,,,,,,,,,,,,,,,,,1898.8,1890,1898.2,1885.5,1900.4,1960,1968.9,1990.2,2035.9,2045.9,2069,2048.1,2021.1,2011.4,2002.1,2012.8,2026.1,2055.1,2075.5,2001.1,1939.5,1928.3,1952.7,1981.6,2004.2
CES4142500001,,,,,,,,,,,,,,,,,,,,,536.4,530.8,524.2,516,524.4,548.2,559.8,575.5,595.5,605.2,619.6,610.6,620.9,645.2,683.8,718.8,766.2,815.6,847.2,828.4,799.7,824.2,859.4,873.6,902.7
CES4200000001,7425,7556.4,7891.7,8255.3,8462.9,8514.8,8805.4,9129.4,9641.4,10120.4,10268.9,10289.3,10324.7,10426.4,10976.1,11518.2,11895.4,12222.7,12578.7,12962.7,13254.7,13069.8,12818,12886.4,13179.4,13807.7,13967.3,14292.4,14521.4,14777.8,15181.4,15359.6,15073,14956.4,14963.6,15151.5,15354.5,15450.6,15570.3,14783,14381.2,14538.4,14818.1,14943.5,15240.2
CES4244100001,,,,,,,,,,,,,,,,,,,,,1509.2,1460.2,1423.8,1444.8,1521,1611.4,1652.7,1713.4,1728.4,1767.1,1829.8,1856.2,1869.1,1881.5,1896.9,1911.5,1910,1916.1,1902.1,1691.3,1614.6,1663.8,1721.2,1766.9,1828.9
CES4244110001,,,797.7,835.3,818.1,764.2,796.8,829.6,867,898.8,834.1,752.7,728.1,740.2,806.1,874.6,930.5,965.1,993.6,1026.3,994.8,959.6,927.6,950.6,1002.3,1061.3,1090.4,1131.9,1136,1157.1,1203,1222.3,1242.8,1254.1,1261,1257.7,1251.1,1245.6,1238.3,1060.4,1003.4,1036.7,1081.1,1118.8,1160.2
CES4244200001,,,,,,,,,,,,,,,,,,,,,440.5,418.9,409.3,413.6,427,458.1,463.6,481.7,490.8,512.3,536.8,548.2,531.2,543.7,557.9,570.4,584.9,582.3,562.9,475.7,438.1,439.3,439.2,442,447.5
CES4244300001,,,,,,,,,,,,,,,,,,,,,451.1,450.6,446.1,449.5,474.3,520.9,545.7,567.6,584.1,604.5,635.3,651.5,610.3,588.2,569.9,573.8,589.2,578.8,579.8,535.4,515.7,528.2,514.9,508.1,516.9
CES4244400001,,,,,,,,,,,,,,,,,,,,,901.9,876.6,866.3,877.3,914.6,979.2,988.5,1030.8,1047.7,1082.3,1130.1,1149.7,1165.9,1180.4,1205.3,1252.8,1312.5,1321.5,1278,1205.5,1135.8,1134.1,1158.7,1186.4,1220.1
CES4244500001,,,,,,,,,,,,,,,,,,,,,2774.4,2789.8,2747.9,2750.4,2796.2,2853.4,2905.5,2953.1,2962,2968.3,2993.5,2975.5,2920.1,2857.7,2821,2815,2818.3,2825.6,2870.8,2842,2813,2808.6,2838.9,2896.3,2973.6
CES4244600001,,,,,,,,,,,,,,,,,,,,,789.3,789.7,786.7,772.9,791.4,805.7,814.7,841.4,869.5,883.5,913,947.4,946.4,936.4,942,943.5,955.4,979.3,1013.6,985.4,984.8,975.9,989.9,1007.2,1020.9
CES4244700001,,,,,,,,,,,,,,,,,,,,,916.7,901.7,877.4,876.3,892.2,911,936.6,952.1,962.3,954.4,941.2,931.9,909.4,884.7,881.1,869.2,869.9,862.4,854.6,831.1,817.8,823.8,838.1,852.3,873.1
CES4244800001,,,,,,,,,,,,,,,,,,,,,1337.2,1290.5,1254.6,1257.2,1250.7,1266.6,1219.9,1225,1266,1279.6,1311.7,1333,1309.2,1306.6,1328.6,1383.1,1438,1485.4,1500.4,1396.1,1353.7,1348.8,1371.7,1414.5,1394.3
CES4245100001,,,,,,,,,,,,,,,,,,,,,463.2,469.7,466.4,463.3,482.9,514.6,522.1,545.4,556.2,565,596,615.4,586.9,590.4,583.8,590.7,604.9,618,634.3,607.7,581.3,580.4,559.6,587.1,595.6
CES4245200001,,,,,,,,,,,,,,,,,,,,,2523.9,2468.5,2397.6,2433.8,2456.4,2631.2,2631.3,2645.3,2672.1,2737.8,2810.2,2840.5,2799.9,2808.8,2834.3,2906.4,2945.4,2973.3,3067.3,2975.9,2944.3,3046.9,3160.5,3031.5,3103.6
CES4245210001,,,,,,,,,,,,,,,,,,,,,1502.7,1472.4,1428.7,1468.1,1497,1626,1626.1,1638.4,1671.6,1702.6,1742.8,1765.5,1715.8,1648.6,1605.3,1601.1,1569.5,1581,1599.5,1481.1,1471.8,1529.4,1580.6,1356,1345.2
CES4245300001,,,,,,,,,,,,,,,,,,,,,732.7,736.9,737.7,738.8,771,823.3,851,892.6,933.3,967.9,997,1013.7,971.1,944.3,919.7,905.2,892.2,870.6,864.1,805.7,768.1,762.8,782.5,797.1,793.3
CES4245400001,,,,,,,,,,,,,,,,,,,,,414.6,416.7,404.2,408.5,401.7,432.3,435.7,444,449,455.1,486.8,496.6,453.5,433.7,423.1,429.9,433.8,437.3,442.4,431.2,414,425.8,442.9,454.1,472.4
CES4300000001,,,2616.7,2687,2764.8,2688.6,2630.8,2716.4,2824.9,2973.2,3024.3,2940.1,2878.3,2740.2,2863,2987.6,3042.4,3099.2,3237.9,3344.2,3448.4,3487.1,3442.8,3514.8,3618,3803.3,3895,3986.4,4100.2,4232,4373.6,4438.8,4216.5,4209,4205,4309.1,4420,4530.2,4551.4,4371.1,4149.5,4240.6,4362.5,4481.4,4562.1
CES4348100001,,,,,,,,,,,,,,,,,,,,,508.8,533.3,519.3,518.8,515.7,507.8,518.4,535.2,551.2,574.3,604.5,631.8,556.9,563.9,514.6,509.1,487.2,489.9,501.2,469.6,462.1,454.9,462.3,450.4,453.9
CES4348200001,626.8,607.1,568.5,554.9,572,568.7,522.3,529.1,518.5,538,539.7,504.4,454,370.9,362.7,364.2,337.4,307.8,293.5,287.9,278.2,263.3,246.9,246.1,236.3,234.6,228.1,220.8,223.7,226.4,232.1,229.1,225.7,215.3,221.9,228.3,225.8,232.9,231.7,230.4,210.1,223.4,231,232.3,232.6
CES4348300001,,,,,,,,,,,,,,,,,,,,,55.5,57,58.1,53.7,53.4,51.4,50.5,51.2,49.9,52,53.7,55,53.5,52.7,55.4,57.5,63.1,63.4,67.1,64.2,61.8,63.4,62.7,64.4,66.3
CES4348400001,,,,,,,,,,,,,,,,,,,,,1123.2,1121.1,1099.8,1139.8,1182.9,1239.6,1267.7,1284.4,1330,1373.1,1408.5,1407,1349.6,1327.9,1338.5,1373.5,1416.8,1453.4,1417.1,1319.1,1240,1271.7,1326.8,1371.2,1390
CES4348500001,,,,,,,,,,,,,,,,,,,,,276.6,280.1,284.6,294.4,307.8,324.2,332.5,346.6,357.9,369.6,372,372.3,371.9,375.6,383.9,389.6,396.8,405.2,418.5,421.4,419.7,434.7,445,446.7,450.4
CES4348600001,,,,,,,,,,,,,,,,,,,,,59,60.2,60.7,59.3,57.9,55.2,52.3,50.6,48.5,47.3,46.4,46,43.3,41.1,38.7,37.9,38,39.7,40.2,42.1,43.3,42.3,43.6,43.2,45
CES4348700001,,,,,,,,,,,,,,,,,,,,,14.7,16.1,17.5,18.4,20.6,21.6,22.4,23.8,25.2,26.7,27.3,30.2,25,23,26.4,25.9,26.8,30.2,29.6,28.2,27.3,27.2,27.4,28.7,29.6
CES4348800001,,,,,,,,,,,,,,,,,,,,,357.2,373.6,372.1,375.6,391.8,423,436.3,463.7,483.2,510.2,529.3,546.5,524.9,522.5,524.7,547.2,566,576.4,588.8,574.6,536.5,551.2,571.8,593.8,601.4
CES4349200001,,,,,,,,,,,,,,,,,,,,,369.2,377.8,379.3,398.9,432.5,504.3,538.8,554.8,561.7,568,593.2,599.7,558.1,565.3,558,565.4,579.2,582.4,582.5,567.2,527.4,528.9,525,548,568.4
CES4349300001,,,,,,,,,,,,,,,,,,,,,406,404.6,404.5,409.8,419.1,441.6,448,455.3,468.9,484.4,506.6,521.2,507.6,521.7,542.9,574.7,620.3,656.7,674.7,654.3,621.3,642.9,666.9,702.7,724.5
CES4422000001,530.3,536.9,546.3,564.6,581.8,580.1,574,580.4,595,620.6,640.6,661.8,687.1,701,703.5,714,724.8,722.6,726.3,724.9,736.9,738.7,733.4,717.1,700.6,676,653,627.2,615.6,610.3,605.9,599.7,599,586.6,570.2,557.5,549.8,548.6,557,563,555.7,551.7,553.4,552,549.7
CES5000000001,2064,2014,2019,2100,2167,2095,2083,2145,2234,2347,2391,2372,2360,2272,2359,2429,2450,2472,2549,2620,2670,2697,2639,2655,2699,2784,2887,3010,3155,3303,3550,3709,3495,3264,3144,3069,3053,3030,3026,2891,2743,2684,2673,2673,2671
CES5051100001,,,,,,,,,,,,,,,,,,,,,860.8,872.8,854,862.1,884.4,900.2,918.3,940.2,972.4,992.3,1017.3,1045.7,986.6,942.2,913.8,901.5,901.2,902.8,897.4,837.8,769.4,751.4,741.1,735.6,730.7
CES5051200001,,,,,,,,,,,,,,,,,,,,,244.1,261,252.3,261.1,269.6,295.1,325.5,342.6,364.9,369.4,384.2,384.1,381.6,383.5,382.6,369.5,388.2,378,379.7,357,370.6,373.1,362.7,348.3,330.2
CES5051500001,,,,,,,,,,,,,,,,,,,,,282.1,283.7,278.8,282,286.5,293.3,304.8,311.9,315.4,325.8,337.3,346.2,339.1,329.1,322.8,327.6,326.3,327,320.1,313.4,293.3,284.8,284.4,285,286.6
CES5051700001,,,,,,,,,,,,,,,,,,,,,1012.4,1007.5,975.9,967.2,977.3,994,1015.6,1071.6,1140.6,1213.2,1349.5,1455.3,1346.3,1202,1140.1,1088,1053.9,1037.5,1031.5,994.8,926.9,883.7,867.4,851.7,851.3
CES5051800001,,,,,,,,,,,,,,,,,,,,,213.7,211.1,215.7,224.5,222.5,233.3,246.4,261.6,272.1,298.3,313.1,318.9,311.3,290,269.7,265.4,262.6,264,265.9,252.1,245.1,242.8,248.1,265.3,269.5
CES5051900001,,,,,,,,,,,,,,,,,,,,,57.2,60.8,61.9,58.2,58.7,67.9,76,81.8,89.7,104.1,148.8,159.1,130.1,117.4,114.5,117.2,120.7,120.3,131.5,135.8,137.9,147.7,169.7,187.5,203.1
CES5500000001,3485,3591,3723,3852,3986,4031,4096,4247,4476,4738,4956,5116,5190,5242,5452,5684,5977,6282,6466,6529,6586,6612,6520,6634,6890,6859,6922,7125,7424,7704,7770,7846,7940,8024,8078,8144,8307,8389,8277,8018,7732,7679,7733,7835,7900
CES5552000001,,,,,,,,,,,,,,,,,,,,,4967.2,4976.1,4903.4,4980.8,5179.8,5116.5,5138.6,5277.5,5518.9,5739.2,5772.1,5809.1,5905.5,5988,6008.3,6035.8,6141.8,6215.1,6120.1,5957.5,5776.8,5760.4,5794.5,5861.8,5875.1
CES5552100001,,,,,,,,,,,,,,,,,,,,,24.2,24.2,24.1,23.3,23.5,23.1,22.9,22.7,21.4,22.1,22.8,22.8,23.3,23.1,22.2,20.9,21.1,21.2,22.1,21.5,20.7,19.1,17.4,17.7,18.1
CES5552200001,,,,,,,,,,,,,,,,,,,,,2441.9,2391.5,2314.8,2335.4,2397.7,2321.9,2339.7,2395.9,2481.4,2587.7,2569.8,2547.9,2657.5,2750,2801.5,2840.7,2901.3,2927.7,2780.7,2655.4,2546.9,2559,2558.5,2616.9,2586.1
CES5552210001,,,,,,,,,,,,,,,,,,,,,1933.6,1871.9,1784.4,1762.1,1753.7,1714,1693.8,1689,1704.7,1714.7,1696.2,1677.3,1728.9,1741.1,1748.4,1759,1776.9,1821.2,1822.8,1787.3,1731.2,1732.3,1735.3,1742.4,1711.8
CES5552211001,,,,,,,,,,,,,,,,,,,,,1366.8,1352.4,1309,1303.7,1304.9,1289.2,1278,1272.4,1283.8,1289.7,1264.9,1240.6,1279.5,1278.7,1276.5,1289.5,1295.7,1346.4,1357.7,1338.9,1305.1,1310.4,1318.2,1322.9,1287
CES5552300001,,,,,,,,,,,,,,,,,,,,,490.7,486.2,493.6,521.1,572,596.3,607.8,650.2,706.2,758.1,817.2,884.9,854.6,816,802.3,828.8,850.1,888,912.1,894.6,850.1,854.1,861.3,857.9,869.2
CES5552400001,,,,,,,,,,,,,,,,,,,,,2010.4,2074.2,2070.9,2101,2186.6,2175.2,2168.2,2208.7,2309.9,2371.3,2362.3,2353.5,2370.1,2398.9,2382.3,2345.4,2369.3,2378.2,2405.2,2386,2359.1,2328.2,2357.3,2369.3,2401.7
CES5553000001,,,,,,,,,,,,,,,,,,,,,1619,1635.6,1616.7,1653,1709.8,1742.3,1783.7,1847.3,1904.7,1965,1998.1,2037.3,2034.7,2036.3,2070.1,2108.4,2164.7,2173.5,2157.3,2060.8,1955.3,1918.4,1938.5,1973.3,2025.2
CES5553100001,,,,,,,,,,,,,,,,,,,,,1099.4,1112.7,1108.4,1130.7,1174.7,1179.8,1190.2,1228.3,1257.5,1295.1,1309.8,1335.7,1348.9,1369.9,1400,1435.8,1497.2,1498.5,1492.5,1452.4,1408.7,1392.7,1408.8,1436.8,1473.7
CES5553200001,,,,,,,,,,,,,,,,,,,,,506,508.9,494.6,506.6,517.1,543.9,573.7,597.3,623.2,643.5,660.5,672.8,658,639.9,643.2,646.6,640,646.4,636.5,581.4,520.8,501.4,505,512.8,529.2
CES5553300001,,,,,,,,,,,,,,,,,,,,,13.6,14,13.7,15.7,18,18.6,19.8,21.7,24,26.4,27.8,28.8,27.8,26.5,26.9,26,27.5,28.6,28.3,27,25.8,24.3,24.7,23.7,22.3
CES6000000001,5251,5293,5405,5675,5898,5984,6169,6425,6771,7168,7465,7691,7855,7865,8265,8693,9069,9409,9852,10377,10778,10768,10776,11250,11784,12606,13078,13865,14818,15578,16418,16828,16021,15924,16146,16638,17297,17834,18037,17065,16514,17059,17694,18210,18891
CES6054000001,,,,,,,,,,,,,,,,,,,,,4488.8,4520.1,4530.5,4640.5,4749,4965.4,5195.1,5457.7,5819.1,6171.9,6546.4,6899,6725.1,6602.2,6647.3,6882.1,7205.4,7519.3,7823.2,7677.2,7428.3,7542,7784.7,8000.4,8218.5
